id,house_owner,mortgage,value,car_probability
34700,OWNER,LOW,140413,5
34701,OWNER,LOW,198074,5
34702,OWNER,LOW,0,8
34703,OWNER,LOW,132224,1
34704,OWNER,LOW,0,4
34705,OWNER,LOW,266886,8
34706,OWNER,Med,169386,2
34707,OWNER,LOW,115441,3
34708,OWNER,LOW,34999,5
34709,OWNER,LOW,127339,1
34710,OWNER,LOW,83715,1
34711,OWNER,LOW,0,8
34712,OWNER,LOW,64353,8
34713,RENTER,LOW,0,3
34714,OWNER,LOW,73130,6
34715,OWNER,LOW,88800,8
34716,OWNER,LOW,67623,5
34717,OWNER,LOW,181942,3
34718,OWNER,Med,202794,5
34719,OWNER,LOW,46012,5
34720,OWNER,LOW,133198,1
34721,OWNER,LOW,233946,4
34722,RENTER,LOW,0,2
34723,RENTER,LOW,0,2
34724,OWNER,Med,333322,2
34725,RENTER,LOW,172656,1
34726,OWNER,LOW,100748,3
34727,OWNER,LOW,292011,3
34728,OWNER,LOW,133470,9
34729,OWNER,LOW,57290,8
34730,OWNER,LOW,103593,5
34731,OWNER,LOW,114384,4
34732,OWNER,LOW,793323,1
34733,OWNER,LOW,196330,8
34734,OWNER,LOW,140283,8
34735,OWNER,LOW,65344,5
34736,OWNER,LOW,0,3
34737,OWNER,LOW,0,2
34738,OWNER,LOW,0,6
34739,RENTER,LOW,13063,3
34740,OWNER,LOW,215166,5
34741,OWNER,LOW,154560,2
34742,RENTER,LOW,136592,3
34743,OWNER,LOW,0,8
34744,OWNER,Med,452306,5
34745,OWNER,LOW,0,6
34746,OWNER,LOW,120532,1
34747,OWNER,LOW,215669,7
34748,OWNER,Med,300622,2
34749,OWNER,LOW,111147,2
34750,OWNER,LOW,0,8
34751,OWNER,LOW,0,5
34752,OWNER,LOW,273993,1
34753,OWNER,LOW,0,2
34754,OWNER,LOW,54841,2
34755,OWNER,LOW,284490,2
34756,OWNER,LOW,192025,8
34757,OWNER,LOW,0,4
34758,OWNER,LOW,184918,1
34759,OWNER,Med,238005,6
34760,OWNER,LOW,0,2
34761,OWNER,LOW,0,2
34762,OWNER,LOW,130605,7
34763,,LOW,0,3
34764,OWNER,LOW,0,3
34765,,LOW,67165,4
34766,OWNER,LOW,117597,8
34767,,LOW,51219,5
34768,OWNER,LOW,0,3
34769,OWNER,LOW,284250,6
34770,OWNER,LOW,0,2
34771,OWNER,LOW,0,3
34772,OWNER,LOW,32732,3
34773,,LOW,153025,5
34774,OWNER,LOW,117687,7
34775,OWNER,LOW,78675,1
34776,OWNER,LOW,0,3
34777,OWNER,LOW,120990,7
34778,OWNER,LOW,0,9
34779,OWNER,LOW,128184,2
34780,OWNER,LOW,0,5
34781,OWNER,High,44733,3
34782,OWNER,LOW,192951,4
34783,OWNER,LOW,0,1
34784,OWNER,LOW,76136,4
34785,OWNER,LOW,0,4
34786,OWNER,LOW,0,1
34787,OWNER,LOW,0,6
34788,OWNER,LOW,93195,4
34789,OWNER,LOW,0,3
34790,OWNER,LOW,132070,8
34791,OWNER,LOW,53102,4
34792,OWNER,LOW,143825,2
34793,OWNER,LOW,85837,8
34794,OWNER,LOW,189660,5
34795,OWNER,LOW,0,3
34796,OWNER,LOW,48817,5
34797,OWNER,LOW,67144,7
34798,OWNER,LOW,145395,1
34799,,LOW,0,3
34800,OWNER,LOW,0,2
34801,OWNER,LOW,0,4
34802,OWNER,LOW,0,5
34803,OWNER,LOW,8632,8
34804,OWNER,LOW,0,3
34805,OWNER,LOW,77280,2
34806,OWNER,LOW,108780,4
34807,OWNER,LOW,84352,1
34808,OWNER,LOW,272844,1
34809,,LOW,176293,3
34810,OWNER,LOW,0,8
34811,OWNER,LOW,0,8
34812,OWNER,LOW,178647,3
34813,OWNER,LOW,0,6
34814,OWNER,LOW,128416,2
34815,OWNER,LOW,145460,1
34816,OWNER,LOW,89030,1
34817,OWNER,LOW,26487,3
34818,OWNER,LOW,73021,2
34819,OWNER,LOW,72485,3
34820,OWNER,LOW,97707,1
34821,OWNER,LOW,0,5
34822,OWNER,LOW,105963,4
34823,OWNER,LOW,0,8
34824,OWNER,LOW,245250,2
34825,OWNER,LOW,154289,1
34826,OWNER,LOW,0,7
34827,OWNER,LOW,0,6
34828,OWNER,LOW,0,1
34829,OWNER,LOW,111180,2
34830,OWNER,LOW,172721,2
34831,OWNER,LOW,56538,7
34832,OWNER,LOW,86240,5
34833,OWNER,LOW,111583,2
34834,OWNER,LOW,76387,7
34835,OWNER,LOW,126352,8
34836,OWNER,LOW,0,7
34837,OWNER,LOW,0,1
34838,OWNER,Med,136250,3
34839,OWNER,LOW,24525,6
34840,,LOW,0,2
34841,OWNER,LOW,230829,5
34842,OWNER,LOW,95069,7
34843,OWNER,LOW,17985,7
34844,OWNER,LOW,101370,1
34845,OWNER,LOW,135500,3
34846,OWNER,LOW,0,6
34847,OWNER,LOW,128314,7
34848,OWNER,LOW,130800,8
34849,OWNER,LOW,73267,2
34850,OWNER,LOW,121251,4
34851,OWNER,LOW,0,5
34852,OWNER,LOW,134222,4
34853,,LOW,0,3
34854,OWNER,LOW,204126,1
34855,OWNER,LOW,0,3
34856,OWNER,LOW,0,3
34857,OWNER,LOW,0,6
34858,OWNER,LOW,184210,2
34859,OWNER,LOW,115463,6
34860,OWNER,Med,161429,2
34861,OWNER,LOW,0,5
34862,OWNER,LOW,0,3
34863,OWNER,LOW,0,3
34864,OWNER,LOW,53726,6
34865,RENTER,LOW,0,9
34866,OWNER,LOW,70959,6
34867,OWNER,LOW,52647,4
34868,OWNER,LOW,217374,1
34869,OWNER,LOW,213858,8
34870,OWNER,LOW,45583,6
34871,OWNER,LOW,0,4
34872,OWNER,LOW,48635,3
34873,RENTER,LOW,0,2
34874,OWNER,LOW,139213,1
34875,OWNER,LOW,0,3
34876,OWNER,LOW,0,2
34877,OWNER,Med,140610,4
34878,OWNER,LOW,38150,4
34879,,LOW,0,3
34880,OWNER,LOW,92759,3
34881,OWNER,LOW,0,6
34882,OWNER,LOW,124096,6
34883,OWNER,LOW,0,8
34884,RENTER,LOW,8736,1
34885,OWNER,LOW,142261,1
34886,,LOW,0,1
34887,OWNER,LOW,91276,3
34888,OWNER,LOW,140348,5
34889,OWNER,LOW,79612,2
34890,RENTER,LOW,0,8
34891,OWNER,LOW,79722,3
34892,OWNER,LOW,27631,9
34893,OWNER,Med,193475,4
34894,OWNER,LOW,232333,1
34895,OWNER,LOW,197344,6
34896,OWNER,LOW,73030,4
34897,OWNER,LOW,0,3
34898,OWNER,LOW,65062,6
34899,OWNER,LOW,111376,1
34900,OWNER,LOW,27631,7
34901,OWNER,LOW,269611,3
34902,OWNER,LOW,196963,2
34903,OWNER,LOW,0,3
34904,OWNER,LOW,69440,5
34905,RENTER,LOW,0,8
34906,OWNER,LOW,139559,7
34907,OWNER,LOW,87303,5
34908,OWNER,LOW,114880,2
34909,OWNER,LOW,0,4
34910,OWNER,LOW,0,8
34911,OWNER,LOW,120118,1
34912,,LOW,0,2
34913,OWNER,LOW,96603,1
34914,OWNER,LOW,136195,2
34915,OWNER,LOW,15736,3
34916,OWNER,LOW,38289,1
34917,RENTER,LOW,0,5
34918,OWNER,LOW,75567,7
34919,OWNER,LOW,106787,5
34920,OWNER,LOW,191131,1
34921,OWNER,Med,176209,4
34922,OWNER,LOW,0,3
34923,OWNER,LOW,94070,4
34924,OWNER,LOW,48526,3
34925,OWNER,LOW,116760,3
34926,RENTER,LOW,0,4
34927,OWNER,LOW,0,3
34928,OWNER,LOW,9047,3
34929,OWNER,LOW,101486,1
34930,OWNER,LOW,153741,4
34931,,LOW,94071,3
34932,OWNER,LOW,0,3
34933,OWNER,LOW,0,1
34934,OWNER,LOW,0,6
34935,OWNER,LOW,235701,5
34936,OWNER,LOW,42721,1
34937,OWNER,LOW,86955,4
34938,OWNER,LOW,132980,7
34939,OWNER,LOW,219800,3
34940,OWNER,LOW,20790,8
34941,OWNER,LOW,121371,1
34942,OWNER,LOW,103410,1
34943,,LOW,0,3
34944,OWNER,LOW,87537,5
34945,OWNER,LOW,212550,1
34946,OWNER,LOW,196963,2
34947,OWNER,LOW,29560,8
34948,OWNER,LOW,201105,3
34949,,LOW,105850,1
34950,OWNER,LOW,120960,8
34951,OWNER,LOW,60080,7
34952,OWNER,LOW,96399,3
34953,OWNER,Med,222466,3
34954,RENTER,LOW,123508,2
34955,OWNER,LOW,188025,2
34956,OWNER,LOW,170345,4
34957,,LOW,0,4
34958,OWNER,LOW,186491,1
34959,OWNER,LOW,49268,8
34960,OWNER,LOW,0,4
34961,OWNER,LOW,261632,3
34962,OWNER,LOW,296567,5
34963,OWNER,LOW,0,4
34964,OWNER,LOW,347200,6
34965,OWNER,LOW,169386,1
34966,,LOW,0,5
34967,OWNER,Med,70632,2
34968,OWNER,LOW,49595,8
34969,OWNER,LOW,25015,4
34970,OWNER,LOW,98372,3
34971,RENTER,LOW,149264,8
34972,OWNER,LOW,86731,8
34973,RENTER,LOW,0,2
34974,OWNER,LOW,64746,8
34975,OWNER,LOW,59742,3
34976,OWNER,LOW,122919,4
34977,,LOW,30901,3
34978,OWNER,LOW,119619,4
34979,OWNER,LOW,210810,7
34980,OWNER,LOW,101800,3
34981,OWNER,LOW,122537,6
34982,OWNER,LOW,200050,2
34983,OWNER,LOW,216759,7
34984,OWNER,LOW,111997,8
34985,OWNER,LOW,17837,3
34986,,LOW,350478,1
34987,OWNER,LOW,31686,4
34988,RENTER,LOW,181557,3
34989,OWNER,LOW,205200,1
34990,RENTER,LOW,0,7
34991,RENTER,LOW,46217,5
34992,OWNER,High,361662,3
34993,OWNER,LOW,95460,7
34994,OWNER,LOW,26077,1
34995,OWNER,LOW,0,4
34996,,LOW,0,3
34997,OWNER,LOW,185169,3
34998,OWNER,LOW,0,3
34999,RENTER,LOW,0,6
35000,OWNER,LOW,244378,1
35001,OWNER,LOW,0,5
35002,OWNER,LOW,68343,2
35003,OWNER,LOW,103593,8
35004,OWNER,LOW,30454,9
35005,OWNER,LOW,0,3
35006,OWNER,LOW,62244,4
35007,OWNER,LOW,0,4
35008,OWNER,LOW,104849,3
35009,OWNER,LOW,502599,2
35010,OWNER,LOW,118417,2
35011,OWNER,LOW,38422,8
35012,OWNER,LOW,137340,1
35013,RENTER,LOW,63428,9
35014,OWNER,LOW,0,5
35015,OWNER,LOW,0,3
35016,OWNER,LOW,28340,6
35017,OWNER,LOW,89581,2
35018,OWNER,LOW,273829,2
35019,OWNER,LOW,202936,2
35020,OWNER,LOW,122298,5
35021,OWNER,LOW,129230,2
35022,OWNER,LOW,66272,8
35023,,LOW,107026,2
35024,OWNER,LOW,177919,4
35025,OWNER,LOW,146986,4
35026,OWNER,LOW,0,4
35027,OWNER,LOW,124260,3
35028,OWNER,LOW,43226,3
35029,OWNER,LOW,126981,2
35030,OWNER,LOW,69062,6
35031,OWNER,LOW,71005,1
35032,OWNER,LOW,122298,7
35033,OWNER,LOW,113796,7
35034,OWNER,LOW,97707,1
35035,OWNER,LOW,0,2
35036,OWNER,LOW,90252,4
35037,OWNER,Med,151577,2
35038,OWNER,LOW,44962,9
35039,RENTER,LOW,46379,4
35040,OWNER,LOW,53142,8
35041,OWNER,LOW,137760,4
35042,OWNER,LOW,600000,5
35043,OWNER,High,696466,6
35044,OWNER,LOW,138880,6
35045,OWNER,LOW,0,8
35046,,LOW,0,3
35047,OWNER,LOW,0,3
35048,OWNER,LOW,71439,4
35049,OWNER,LOW,0,4
35050,OWNER,LOW,126667,3
35051,OWNER,LOW,0,9
35052,OWNER,LOW,115812,6
35053,OWNER,LOW,0,1
35054,OWNER,LOW,60508,1
35055,OWNER,LOW,47960,2
35056,OWNER,LOW,291233,2
35057,OWNER,LOW,147826,4
35058,OWNER,LOW,33931,1
35059,OWNER,LOW,0,5
35060,RENTER,LOW,380580,1
35061,OWNER,LOW,21800,3
35062,OWNER,LOW,0,6
35063,RENTER,LOW,0,9
35064,OWNER,LOW,51616,9
35065,OWNER,LOW,130887,8
35066,OWNER,LOW,212277,5
35067,OWNER,LOW,35316,8
35068,OWNER,LOW,109054,8
35069,OWNER,LOW,98100,3
35070,OWNER,LOW,17243,5
35071,RENTER,LOW,0,3
35072,OWNER,LOW,51330,5
35073,OWNER,LOW,0,4
35074,OWNER,LOW,163434,5
35075,OWNER,LOW,111142,5
35076,OWNER,LOW,0,6
35077,OWNER,LOW,180177,2
35078,OWNER,Med,161538,7
35079,RENTER,LOW,0,9
35080,OWNER,LOW,73075,2
35081,OWNER,LOW,144534,3
35082,OWNER,LOW,173160,2
35083,OWNER,LOW,95239,1
35084,RENTER,LOW,207609,4
35085,OWNER,LOW,231123,3
35086,OWNER,LOW,0,2
35087,RENTER,LOW,169962,1
35088,RENTER,LOW,0,7
35089,OWNER,LOW,100301,1
35090,OWNER,LOW,0,8
35091,OWNER,LOW,127137,2
35092,OWNER,LOW,108727,1
35093,OWNER,LOW,86046,5
35094,OWNER,LOW,50118,8
35095,OWNER,LOW,0,3
35096,OWNER,LOW,0,3
35097,OWNER,LOW,5550,4
35098,OWNER,LOW,0,8
35099,OWNER,LOW,0,3
35100,OWNER,LOW,122330,7
35101,OWNER,LOW,427083,6
35102,OWNER,LOW,0,6
35103,OWNER,LOW,76518,6
35104,OWNER,LOW,215525,1
35105,,LOW,0,3
35106,OWNER,LOW,0,2
35107,OWNER,LOW,224234,1
35108,OWNER,LOW,0,5
35109,OWNER,LOW,0,7
35110,OWNER,LOW,0,1
35111,,LOW,96356,1
35112,RENTER,LOW,13210,6
35113,OWNER,LOW,153820,4
35114,RENTER,LOW,66427,1
35115,OWNER,LOW,106677,5
35116,RENTER,LOW,0,5
35117,OWNER,LOW,22775,2
35118,OWNER,LOW,39370,2
35119,,LOW,0,3
35120,OWNER,Med,386950,1
35121,OWNER,LOW,0,6
35122,OWNER,LOW,0,5
35123,OWNER,LOW,245032,1
35124,OWNER,LOW,85772,5
35125,OWNER,LOW,20448,8
35126,RENTER,LOW,108171,2
35127,OWNER,LOW,110257,5
35128,OWNER,Med,174127,6
35129,,LOW,0,9
35130,OWNER,LOW,160121,6
35131,OWNER,LOW,0,5
35132,,LOW,124423,3
35133,OWNER,LOW,67144,8
35134,OWNER,LOW,84872,5
35135,OWNER,LOW,116804,4
35136,RENTER,LOW,347385,1
35137,OWNER,LOW,0,5
35138,OWNER,LOW,81030,3
35139,RENTER,LOW,0,8
35140,OWNER,LOW,16633,2
35141,OWNER,LOW,0,6
35142,OWNER,LOW,94001,3
35143,OWNER,LOW,0,3
35144,,LOW,0,8
35145,OWNER,LOW,66762,8
35146,OWNER,LOW,0,1
35147,OWNER,LOW,0,8
35148,,LOW,100935,3
35149,OWNER,LOW,0,4
35150,OWNER,LOW,124587,4
35151,OWNER,LOW,0,3
35152,OWNER,LOW,119506,3
35153,OWNER,LOW,0,8
35154,OWNER,LOW,5000,7
35155,OWNER,LOW,33790,1
35156,OWNER,LOW,57552,2
35157,OWNER,LOW,51012,5
35158,,LOW,0,5
35159,OWNER,LOW,13428,8
35160,,Med,0,0
35161,,LOW,0,0
35162,,LOW,0,0
35163,,LOW,0,0
35164,,LOW,0,0
35165,,LOW,0,0
35166,,LOW,0,0
35167,,LOW,0,0
35168,,LOW,0,0
35169,,LOW,0,0
35170,,LOW,0,0
35171,,LOW,0,0
35172,,LOW,0,0
35173,,LOW,0,0
35174,,LOW,0,0
35175,,High,0,0
35176,,LOW,0,0
35177,,LOW,0,0
35178,,LOW,0,0
35179,RENTER,LOW,0,2
35180,RENTER,LOW,0,7
35181,RENTER,LOW,557469,1
35182,,LOW,0,3
35183,RENTER,LOW,0,4
35184,,LOW,300928,1
35185,RENTER,LOW,0,5
35186,OWNER,LOW,293911,2
35187,OWNER,LOW,206119,1
35188,OWNER,LOW,891075,3
35189,RENTER,LOW,0,9
35190,OWNER,LOW,333125,1
35191,RENTER,LOW,0,1
35192,RENTER,LOW,0,5
35193,RENTER,LOW,0,2
35194,RENTER,LOW,0,4
35195,OWNER,LOW,139694,3
35196,,LOW,0,7
35197,,LOW,669369,4
35198,,LOW,0,3
35199,OWNER,LOW,0,3
35200,,LOW,0,2
35201,RENTER,LOW,546596,5
35202,RENTER,LOW,1000000,1
35203,,LOW,147150,5
35204,,LOW,0,4
35205,RENTER,LOW,187086,7
35206,RENTER,LOW,0,6
35207,RENTER,LOW,654480,2
35208,OWNER,LOW,324645,7
35209,,LOW,0,2
35210,RENTER,LOW,230491,8
35211,OWNER,LOW,301129,1
35212,RENTER,LOW,0,8
35213,OWNER,LOW,135160,4
35214,OWNER,LOW,0,8
35215,OWNER,LOW,0,8
35216,RENTER,LOW,0,6
35217,OWNER,LOW,99026,9
35218,RENTER,LOW,0,9
35219,OWNER,Med,251299,2
35220,RENTER,LOW,0,9
35221,OWNER,LOW,164917,3
35222,RENTER,LOW,0,9
35223,RENTER,LOW,0,3
35224,OWNER,LOW,647372,2
35225,,LOW,0,3
35226,RENTER,LOW,0,3
35227,,LOW,0,2
35228,OWNER,High,376856,1
35229,OWNER,LOW,6116862,6
35230,,LOW,0,2
35231,OWNER,LOW,0,6
35232,RENTER,LOW,600633,1
35233,RENTER,LOW,555550,6
35234,RENTER,LOW,0,8
35235,,LOW,0,3
35236,OWNER,High,1500000,1
35237,OWNER,LOW,476733,1
35238,OWNER,LOW,363460,2
35239,OWNER,LOW,502141,1
35240,OWNER,LOW,238928,2
35241,OWNER,LOW,113220,2
35242,OWNER,High,1538894,1
35243,OWNER,Med,859377,1
35244,OWNER,LOW,280740,1
35245,OWNER,LOW,286626,2
35246,OWNER,LOW,691659,1
35247,OWNER,Med,394067,1
35248,OWNER,High,1155727,2
35249,RENTER,LOW,0,5
35250,OWNER,Med,245250,1
35251,OWNER,LOW,739063,1
35252,,LOW,357084,1
35253,RENTER,LOW,0,2
35254,OWNER,LOW,617321,2
35255,OWNER,LOW,242198,4
35256,OWNER,Med,293874,1
35257,OWNER,LOW,269775,3
35258,OWNER,High,1529924,1
35259,OWNER,High,495950,1
35260,OWNER,Med,255300,1
35261,OWNER,LOW,646718,2
35262,OWNER,LOW,360975,1
35263,OWNER,High,909953,1
35264,OWNER,LOW,686700,7
35265,OWNER,LOW,773725,1
35266,OWNER,LOW,457712,1
35267,OWNER,LOW,468264,1
35268,OWNER,LOW,0,2
35269,OWNER,LOW,415355,1
35270,OWNER,LOW,1286319,1
35271,OWNER,High,1050324,1
35272,OWNER,LOW,628329,2
35273,OWNER,High,515679,2
35274,OWNER,High,1928798,1
35275,,LOW,428043,6
35276,OWNER,LOW,2145992,1
35277,OWNER,LOW,497040,1
35278,OWNER,High,519930,1
35279,OWNER,LOW,664235,1
35280,OWNER,LOW,152796,4
35281,OWNER,LOW,360953,1
35282,OWNER,LOW,0,3
35283,OWNER,High,1532420,1
35284,,LOW,436000,8
35285,OWNER,LOW,460971,1
35286,OWNER,LOW,0,3
35287,RENTER,LOW,0,9
35288,OWNER,LOW,119880,2
35289,OWNER,Med,386176,1
35290,RENTER,LOW,292576,2
35291,OWNER,LOW,397108,1
35292,OWNER,LOW,1444250,2
35293,OWNER,LOW,341682,1
35294,OWNER,LOW,401719,3
35295,OWNER,High,526034,1
35296,OWNER,LOW,513804,5
35297,OWNER,LOW,658131,2
35298,OWNER,LOW,250514,2
35299,OWNER,LOW,520584,2
35300,OWNER,LOW,0,3
35301,RENTER,LOW,166880,1
35302,OWNER,LOW,273372,1
35303,OWNER,LOW,0,3
35304,OWNER,LOW,736447,1
35305,OWNER,High,504198,1
35306,OWNER,LOW,262777,2
35307,OWNER,LOW,67165,5
35308,OWNER,LOW,517968,2
35309,OWNER,LOW,286016,2
35310,OWNER,LOW,454072,2
35311,OWNER,LOW,331676,1
35312,OWNER,High,1285360,1
35313,OWNER,LOW,309015,1
35314,OWNER,High,646152,1
35315,OWNER,High,697164,1
35316,OWNER,LOW,351394,4
35317,OWNER,LOW,456873,2
35318,OWNER,High,294169,2
35319,OWNER,LOW,307249,2
35320,OWNER,LOW,430550,1
35321,OWNER,LOW,1584315,1
35322,OWNER,Med,515850,2
35323,OWNER,Med,298224,1
35324,OWNER,High,380546,1
35325,OWNER,LOW,199775,2
35326,OWNER,LOW,163498,2
35327,OWNER,Med,510065,1
35328,OWNER,High,596687,1
35329,OWNER,LOW,349105,1
35330,OWNER,Med,663810,6
35331,OWNER,LOW,55263,1
35332,OWNER,High,559213,1
35333,OWNER,High,359989,1
35334,OWNER,Med,451096,2
35335,RENTER,LOW,1005575,1
35336,OWNER,LOW,645389,5
35337,OWNER,LOW,415649,3
35338,OWNER,High,279486,1
35339,OWNER,LOW,1573654,1
35340,OWNER,High,895544,1
35341,OWNER,Med,755751,3
35342,OWNER,Med,348800,2
35343,OWNER,LOW,359700,4
35344,OWNER,LOW,494195,2
35345,OWNER,LOW,351977,2
35346,OWNER,LOW,521314,1
35347,OWNER,LOW,838155,1
35348,OWNER,High,1483599,1
35349,OWNER,LOW,174225,4
35350,OWNER,Med,369858,2
35351,OWNER,LOW,1899717,1
35352,OWNER,LOW,456655,2
35353,RENTER,LOW,553581,2
35354,OWNER,High,1075813,1
35355,OWNER,LOW,262123,2
35356,RENTER,LOW,1841664,4
35357,OWNER,Med,380813,1
35358,OWNER,Med,321013,1
35359,OWNER,LOW,193584,2
35360,OWNER,LOW,258630,1
35361,OWNER,LOW,412902,1
35362,OWNER,LOW,141264,1
35363,OWNER,High,662447,1
35364,,LOW,0,4
35365,OWNER,LOW,2328959,1
35366,OWNER,LOW,221706,2
35367,OWNER,Med,458617,1
35368,,LOW,486576,1
35369,OWNER,Med,406025,1
35370,OWNER,LOW,526470,3
35371,OWNER,LOW,62629,2
35372,OWNER,LOW,1558351,1
35373,OWNER,Med,379211,1
35374,OWNER,LOW,358566,1
35375,OWNER,LOW,624570,1
35376,OWNER,LOW,1256497,1
35377,OWNER,Med,313734,1
35378,OWNER,LOW,576501,1
35379,OWNER,LOW,619992,2
35380,OWNER,LOW,333910,2
35381,OWNER,LOW,284097,1
35382,OWNER,Med,859377,1
35383,OWNER,High,587510,1
35384,RENTER,LOW,445248,1
35385,OWNER,LOW,1000000,1
35386,OWNER,High,624570,1
35387,OWNER,LOW,967920,1
35388,OWNER,LOW,913311,2
35389,RENTER,LOW,606694,1
35390,OWNER,LOW,565056,1
35391,OWNER,Med,821304,2
35392,OWNER,High,1196929,2
35393,OWNER,LOW,1122155,1
35394,OWNER,LOW,497794,1
35395,OWNER,LOW,0,2
35396,OWNER,LOW,170694,4
35397,OWNER,LOW,506457,1
35398,RENTER,LOW,139077,1
35399,OWNER,LOW,716566,2
35400,OWNER,LOW,440109,1
35401,OWNER,LOW,238971,2
35402,OWNER,Med,1066695,1
35403,OWNER,LOW,224452,3
35404,OWNER,LOW,6947932,1
35405,OWNER,LOW,0,3
35406,OWNER,LOW,364114,1
35407,OWNER,LOW,415514,1
35408,OWNER,LOW,305581,2
35409,OWNER,LOW,241031,1
35410,OWNER,LOW,262962,1
35411,OWNER,Med,171378,2
35412,OWNER,LOW,244269,5
35413,OWNER,LOW,250089,3
35414,OWNER,LOW,526252,1
35415,OWNER,LOW,297766,2
35416,OWNER,LOW,313571,7
35417,OWNER,LOW,861743,1
35418,OWNER,LOW,574430,2
35419,OWNER,High,329289,6
35420,OWNER,LOW,198870,2
35421,OWNER,High,421241,1
35422,OWNER,LOW,1198978,1
35423,OWNER,LOW,154290,5
35424,OWNER,Med,408096,2
35425,OWNER,LOW,0,3
35426,OWNER,LOW,280566,1
35427,OWNER,LOW,380595,1
35428,OWNER,LOW,921595,1
35429,OWNER,LOW,233390,8
35430,OWNER,LOW,848499,1
35431,OWNER,High,328594,1
35432,OWNER,LOW,459217,2
35433,OWNER,LOW,471555,2
35434,OWNER,LOW,264608,2
35435,OWNER,LOW,518033,2
35436,OWNER,LOW,1172818,3
35437,OWNER,LOW,505018,1
35438,OWNER,LOW,461658,1
35439,OWNER,High,1012206,1
35440,OWNER,LOW,189664,2
35441,OWNER,Med,257785,1
35442,OWNER,LOW,581736,1
35443,OWNER,High,384552,2
35444,OWNER,High,1199000,4
35445,OWNER,LOW,624930,1
35446,OWNER,LOW,461854,1
35447,OWNER,LOW,500310,2
35448,OWNER,Med,878327,1
35449,OWNER,LOW,303281,1
35450,OWNER,LOW,549022,1
35451,OWNER,Med,283400,1
35452,OWNER,High,1964180,1
35453,OWNER,LOW,755370,1
35454,OWNER,LOW,313135,1
35455,OWNER,LOW,638467,1
35456,OWNER,LOW,664900,1
35457,OWNER,LOW,98103,4
35458,OWNER,High,340390,3
35459,OWNER,Med,185412,3
35460,OWNER,LOW,386710,2
35461,,LOW,568862,4
35462,OWNER,High,753593,1
35463,OWNER,LOW,0,3
35464,OWNER,LOW,241413,1
35465,OWNER,LOW,157570,2
35466,OWNER,LOW,800234,2
35467,OWNER,LOW,401065,1
35468,OWNER,Med,496843,1
35469,OWNER,LOW,582750,1
35470,OWNER,LOW,355525,1
35471,OWNER,Med,448055,1
35472,OWNER,LOW,632200,1
35473,OWNER,LOW,2497462,1
35474,OWNER,LOW,1154506,1
35475,OWNER,High,565056,1
35476,OWNER,LOW,1208690,1
35477,OWNER,Med,325365,2
35478,OWNER,Med,655406,2
35479,OWNER,LOW,340625,1
35480,OWNER,LOW,88202,2
35481,OWNER,LOW,271169,2
35482,OWNER,LOW,250046,1
35483,OWNER,LOW,827680,5
35484,RENTER,LOW,993262,1
35485,OWNER,LOW,478156,1
35486,OWNER,High,786772,1
35487,OWNER,High,787721,1
35488,OWNER,High,1429317,1
35489,OWNER,High,680218,1
35490,OWNER,LOW,322111,1
35491,OWNER,LOW,1059480,1
35492,OWNER,High,337000,3
35493,OWNER,LOW,411736,2
35494,OWNER,LOW,490391,1
35495,OWNER,LOW,2988420,1
35496,OWNER,LOW,339229,2
35497,OWNER,High,2197767,1
35498,OWNER,LOW,243288,2
35499,,LOW,0,2
35500,OWNER,LOW,489846,1
35501,OWNER,LOW,310800,2
35502,OWNER,High,374578,1
35503,OWNER,Med,848565,1
35504,OWNER,High,4598274,1
35505,OWNER,LOW,493334,1
35506,RENTER,LOW,0,1
35507,OWNER,LOW,1251429,1
35508,OWNER,LOW,337440,1
35509,OWNER,High,873874,1
35510,OWNER,LOW,209790,1
35511,OWNER,LOW,792975,1
35512,OWNER,LOW,0,8
35513,OWNER,LOW,467588,5
35514,OWNER,LOW,683658,1
35515,OWNER,LOW,8875793,1
35516,OWNER,LOW,562440,1
35517,OWNER,LOW,1133338,1
35518,RENTER,LOW,506525,1
35519,OWNER,LOW,0,3
35520,OWNER,High,757528,1
35521,OWNER,LOW,367875,1
35522,OWNER,High,1636090,1
35523,OWNER,LOW,453985,6
35524,OWNER,LOW,1432621,2
35525,OWNER,LOW,475894,1
35526,OWNER,LOW,439270,1
35527,RENTER,LOW,0,7
35528,OWNER,Med,739773,1
35529,OWNER,LOW,488320,1
35530,OWNER,LOW,529707,1
35531,OWNER,LOW,287585,1
35532,OWNER,LOW,325790,5
35533,OWNER,LOW,629693,1
35534,OWNER,LOW,1075830,1
35535,OWNER,LOW,793520,1
35536,OWNER,High,366126,1
35537,OWNER,LOW,628494,1
35538,OWNER,LOW,312939,1
35539,OWNER,LOW,266396,1
35540,OWNER,LOW,289700,1
35541,OWNER,LOW,233493,1
35542,OWNER,LOW,395160,2
35543,OWNER,High,1904905,1
35544,OWNER,LOW,345006,1
35545,OWNER,Med,256410,2
35546,,LOW,1326704,4
35547,OWNER,LOW,535636,1
35548,OWNER,LOW,273568,1
35549,OWNER,Med,199347,5
35550,OWNER,LOW,287040,1
35551,OWNER,Med,287869,3
35552,OWNER,LOW,630434,1
35553,OWNER,High,2487816,1
35554,OWNER,LOW,429416,2
35555,OWNER,Med,292011,3
35556,OWNER,LOW,1197910,1
35557,OWNER,LOW,558080,1
